season,round,race_name,circuit_id,date,driver_id,grid,position
2023,5,Miami Grand Prix,miami,2023-05-07,russell,6,4
2023,5,Miami Grand Prix,miami,2023-05-07,sainz,3,5
2023,5,Miami Grand Prix,miami,2023-05-07,hamilton,13,6
2023,5,Miami Grand Prix,miami,2023-05-07,leclerc,7,7
2023,5,Miami Grand Prix,miami,2023-05-07,gasly,5,8
2023,5,Miami Grand Prix,miami,2023-05-07,ocon,8,9
2023,5,Miami Grand Prix,miami,2023-05-07,kevin_magnussen,4,10
2023,5,Miami Grand Prix,miami,2023-05-07,tsunoda,17,11
2023,5,Miami Grand Prix,miami,2023-05-07,stroll,18,12
2023,5,Miami Grand Prix,miami,2023-05-07,bottas,10,13
2023,5,Miami Grand Prix,miami,2023-05-07,albon,11,14
2023,5,Miami Grand Prix,miami,2023-05-07,hulkenberg,12,15
2023,5,Miami Grand Prix,miami,2023-05-07,zhou,14,16
2023,5,Miami Grand Prix,miami,2023-05-07,norris,16,17
2023,5,Miami Grand Prix,miami,2023-05-07,de_vries,15,18
2023,5,Miami Grand Prix,miami,2023-05-07,piastri,19,19
2023,5,Miami Grand Prix,miami,2023-05-07,sargeant,20,20
